registration_number,partner_departments,subjects,title_en,title_fr,description_en,description_fr,start_date,end_date,status,profile_page_en,profile_page_fr,report_available_online,report_link_en,report_link_fr,owner_org,owner_org_title
A-002117,,IN,Consultation on Specifications for the Approval of Software Controlled Electricity and Gas Metering Devices and Specifications Relating to Event Loggers for Electricity and Gas Metering Devices,Consultation sur la Norme visant l'approbation des appareils de mesure de l'électricité et du gaz commandés par logiciel et la Norme sur les consignateurs d'événements pour les appareils de mesure de l'électricité et du gaz,Not Available,Sans objet,2011-08-17,2011-09-30,C,http://www.ic.gc.ca/eic/site/mc-mc.nsf/eng/lm04512.html,http://www.ic.gc.ca/eic/site/mc-mc.nsf/fra/lm04512.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002118,,IN,Consultation on Regulations to implement the Act to Amend the Electricity and Gas Inspection Act and the Weights and Measures Act,Consultation sur les règlements pour la mise en ?uvre de la Loi modifiant la Loi sur l'inspection de l'électricité et du gaz et la Loi sur les poids et mesures,Not Available,Sans objet,2011-06-20,2011-09-09,C,http://www.ic.gc.ca/eic/site/mc-mc.nsf/eng/lm04504.html,http://www.ic.gc.ca/eic/site/mc-mc.nsf/fra/lm04504.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002091,,IN,Competition Bureau Issues Draft Revised Merger Enforcement Guidelines for Comment,Le Bureau de la concurrence publie aux fins de consultation la version révisée provisoire du document intitulé Fusions ? Lignes directrices pour l'application de la loi,Not Available,Sans objet,2011-06-27,2011-08-31,C,http://www.competitionbureau.gc.ca/eic/site/cb-bc.nsf/eng/03385.html,http://www.bureaudelaconcurrence.gc.ca/eic/site/cb-bc.nsf/fra/03385.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002127,,"CM,IN",Notice No. SMSE-005-11 -- Decisions on a Band Plan for Broadband Radio Service (BRS) and Consultation on a Policy and Technical Framework to License Spectrum in the Band 2500-2690 MHz,Avis no SMSE-005-11 -- Décisions sur un plan de répartition des fréquences attribuées au service radio large bande (SRLB) et consultation sur un cadre politique et technique de délivrance des licences de spectre dans la bande de 2 500-2 690 MHz,Not Available,Sans objet,2011-02-04,2011-05-09,C,http://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf09991.html,http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf09991.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002092,,CR,Proposed changes to Manual of Patent Office Practice -- Chapter 14: Unity of Invention,Modification proposée au chapitre 14 du Recueil des pratiques du Bureau des brevets : Unité de l'invention,Not Available,Sans objet,2011-02-07,2011-04-07,C,http://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/eng/wr03048.html,http://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/fra/wr03048.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002093,,CR,Industrial Design: Proposal to send a Notice of Allowance via email,Dessin industriels: Proposition d'envoyer un avis d'acceptation par courrier électronique,Not Available,Sans objet,2011-01-11,2011-03-11,C,http://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/eng/wr02936.html,http://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/fra/wr02936.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002094,,CR,Delay of Registration of an Industrial Design,Sursis à l'enregistrement d'un dessin industriel,Not Available,Sans objet,2011-01-11,2011-03-11,C,http://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/eng/wr02937.html,http://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/fra/wr02937.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002090,,IN,Competition Bureau to Consult on Merger Enforcement Guidelines,Le Bureau de la concurrence tiendra des consultations au sujet des lignes directrices sur les fusions,Not Available,Sans objet,2010-09-07,2011-02-25,C,http://www.competitionbureau.gc.ca/eic/site/cb-bc.nsf/eng/03284.html,http://www.bureaudelaconcurrence.gc.ca/eic/site/cb-bc.nsf/fra/03284.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002120,,IN,Reporting the Location of a Device's First Point of Trade Use,Déclaration de l'emplacement du premier point d'utilisation à des fins commerciales d'un appareil de mesure,Not Available,Sans objet,2011-01-07,2011-02-21,C,http://www.ic.gc.ca/eic/site/mc-mc.nsf/eng/lm04449.html,http://www.ic.gc.ca/eic/site/mc-mc.nsf/fra/lm04449.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002095,,CR,Assignments / Transfers and Corrective Mechanisms,Cessions / Transferts et Correction des renseignements,Not Available,Sans objet,2010-12-07,2011-01-20,C,http://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/eng/wr02903.html,http://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/fra/wr02903.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002096,,CR,List of Trade-mark Agents and Register of Patent Agents,Liste des agents de marques de commerce et registre des agents de brevets,Not Available,Sans objet,2010-10-08,2010-11-08,C,http://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/eng/wr02821.html,http://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/fra/wr02821.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002097,,CR,Trade-marks: Document Retention and Disposal,Marques de commerce : Conservation et disposition des documents,Not Available,Sans objet,2010-10-08,2010-11-08,C,http://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/eng/wr02820.html,http://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/fra/wr02820.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002098,,CR,Non-Traditional Marks,Marques non traditionnelles,Not Available,Sans objet,2010-10-08,2010-11-08,C,http://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/eng/wr02825.html,http://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/fra/wr02825.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002099,,CR,Expedited examination of patent applications related to green technology,Initiative qui permettrait d'accélérer l'examen des demandes de brevet liées à des technologies vertes,Not Available,Sans objet,2010-10-03,2010-11-01,C,http://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/eng/wr02912.html,http://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/fra/wr02912.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002100,,CR,Trade-marks Opposition Board - Pre-Consultation Notice - Proposed Amendments to the Trade-marks Regulations,Commission des oppositions des marques de commerces - Avis de pré-consultation - Modifications proposées au Règlement sur les marques de commerce,Not Available,Sans objet,2010-06-28,2010-09-20,C,http://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/eng/wr02815.html,http://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/fra/wr02815.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002101,,CR,Pre-Consultation Notice: CIPO Fee Review,Avis de pré-consultation : Examen du barème tarifaire de l'OPIC,Not Available,Sans objet,2010-07-07,2010-09-07,C,http://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/eng/wr02572.html,http://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/fra/wr02572.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-001641,,CM,Opening Canada's Doors to Foreign Investment in Telecommunications: Options for Reform,Ouvrir les portes du Canada à l'investissement étranger dans les télécommunications : Options de réforme,Not Available,Sans objet,2010-06-11,2010-07-30,C,http://www.ic.gc.ca/telecominvestment,http://www.ic.gc.ca/investissemententelecom,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-001661,,EC,Digital Economy Consultation,Consultation sur l'économie numérique,Not Available,Sans objet,2010-05-10,2010-07-13,C,http://www.digitaleconomy.gc.ca/,http://www.economienumerique.gc.ca,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-001637,,IN,Review of the Trustee Licensing Regulatory Framework,Examen du cadre de réglementation des licences de syndic,Not Available,Sans objet,2010-06-04,2010-07-05,C,http://osb-licence.econsultation.ca/,http://bsf-licence.econsultation.ca/,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-002104,,CR,"Trade-marks - ""Person"" within meaning of Section 2; Description of Colour Claims and Opposition Deemed Withdrawn, Application Deemed Abandoned","Marques de commerce - « Personne » au sens de l'article 2, Description de la couleur revendiquée et Opposition réputée retirée, Demande réputée abandonnée",Not Available,Sans objet,2010-04-20,2010-05-20,C,http://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/eng/wr02318.html,http://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/fra/wr02318.html,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
A-001426,,CR,Copyright Consultations,Consultations sur le droit d'auteur,Not Available,Sans objet,2009-07-20,2009-09-13,C,http://copyright.econsultation.ca/,http://droitdauteur.econsultation.ca/,N,,,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
C-0096,,"EC,IN,RE",TIPB 002- 2020 - Petition to the Governor in Council concerning Telecom Decision CRTC 2020-80,TIPB 002- 2020 -Pétition présentée à la gouverneure en conseil concernant décision de télécom CRTC 2020-80,"As required by the Telecommunications Act, ISED is consulting on a petition to the Governor in Council of a CRTC decision on the provision of paper bills.","Comme l'exige la Loi sur les télécommunications, ISDE mène une consultation sur une pétition adressée au gouverneur en conseil concernant une décision du CRTC concernant la fourniture de factures papier.",2020-07-04,2020-08-04,O,https://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf11621.html,https://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf11621.html,N,N/A,SO,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
C-0055,,"CM,EC,IN,RE",Consultation on Periodic Adjustments for Radio and Spectrum Licence Fees and Fees Related to Equipment Certification Services ,Consultation sur les rajustements périodiques pour les droits de licence radio et de licence de spectre et les droits liés aux services de certification de l’équipement,"Through the release of this consultation, Innovation, Science and Economic Development Canada (ISED) seeks comments on the application of the annual fee adjustment by the change in the Consumer Price Index (CPI) for Canada required by the Service Fees Act (SFA), and invites proposals for an alternative periodic adjustment for the fees within the scope of this consultation, taking into account ISED’s policy objectives and the requirements of the SFA.","Par la publication de la présente consultation,  Innovation, Sciences et Développement économique (ISDE) sollicite des commentaires sur le rajustement des droits annuels imposés au Canada à la suite de la variation de l’Indice des prix à la consommation (IPC), conformément à la Loi sur les frais de service (LFS), et souhaite obtenir des propositions de calendriers de rajustements des droits à la lumière de cette consultation et afin de tenir compte des objectifs de la politique ministérielle et des exigences de la Loi. ",2019-03-14,2019-05-13,C,https://www.ic.gc.ca/eic/site/smt-gst.nsf/frm-eng/TPHM-B89LD2,https://www.ic.gc.ca/eic/site/smt-gst.nsf/frm-fra/TPHM-B89LD2,Y,http://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf11546.html,http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf11546.html,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
C-0079,,"EC,RE",Public Consultations on the New Industrial Design Office Practice Manual ,Consultation publique sur le nouveau Manuel des pratiques administratives en dessins industriels,The Canadian Intellectual Property Office published for public comment a draft version of the Industrial Design Office Practice Manual (IDOP). The new IDOP sets out how CIPO will operationalize the legislative and regulatory changes necessary for Canada to accede to the Hague Agreement Concerning the International Registration of Industrial Designs (the Hague Agreement).  It also includes various elements which support the modernization of Canada's industrial design regime and improve service for clients.,L'Office de la propriété intellectuelle du Canada a publié à des fins de consultation publique le Manuel des pratiques administratives en dessins industriels (PADI). Le nouveau PADI démontre comment l'OPIC mettra en œuvre les changements réglementaires et législatifs nécessaires à l'adhésion du Canada à l'Arrangement de La Haye concernant l'enregistrement international des dessins et modèles industriels (l'Arrangement de La Haye). Il comprend également plusieurs éléments qui appuient la modernisation du régime de dessins industriels au Canada et améliorent les services offerts aux clients.,2018-05-30,2018-06-29,C,https://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/eng/wr04385.html,https://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/fra/wr04385.html,N,https://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/eng/wr04385.html,https://www.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/fra/wr04385.html,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
C-0082,,IN,Consultation on new service standards,Consultation sur les nouvelles normes de service,"Measurement Canada is seeking feedback on proposed changes to service standards associated with services for which a fee is charged.
This consultation includes service standards for the evaluation and approval of prototype measuring devices (e.g., scales, gas pumps, electricity and natural gas meters), some categories of inspections and measurement standard certifications and the renewal of authorized service providers accreditation to certify electricity and gas meters.
","Mesures Canada sollicite des commentaires sur les changements proposés aux normes de service associés aux services pour lesquels des frais sont exigés.
Cette consultation comprend des normes de service pour l'évaluation et l'approbation des prototypes d'appareils de mesure (balances, pompes à gaz, compteurs d'électricité et de gaz naturel), certaines catégories d'inspections et de certifications d’étalons de mesure, et le renouvellement de l'accréditation des fournisseurs de services autorisés pour certifier les compteurs d'électricité et de gaz.
",2020-02-20,2020-03-19,C,https://www.ic.gc.ca/eic/site/mc-mc.nsf/eng/lm04938.html,https://www.ic.gc.ca/eic/site/mc-mc.nsf/fra/lm04938.html,N,N/A,S/O,ic,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
